unfiltered_contours, biggest_contour, filtered_contours, sorted_contours, num_rects, num_contours, num_targets, cx_list, cy_list, index, coords, difference
"[5860.5, 98.5, 146.0, 93.5, 1298.5, 653.5, 400.0, 799.5, 978.0, 960.0, 746.5]",1298.5,"[1298.5, 799.5, 978.0, 960.0]","[799.5, 978.0, 1298.5, 960.0]",4,4,1,[235],[224],0,"(235, 224)",85
"[5860.5, 98.5, 146.0, 93.5, 518.0, 394.0, 808.5, 980.5, 958.0, 745.5]",980.5,"[808.5, 980.5, 958.0, 745.5]","[808.5, 980.5, 958.0, 745.5]",4,4,2,"[235, 439]","[224, 214]",1,"(235, 224)",85
"[5860.5, 98.5, 146.0, 93.5, 373.5, 434.0, 808.5, 983.5, 958.0, 743.5]",983.5,"[808.5, 983.5, 958.0, 743.5]","[808.5, 983.5, 958.0, 743.5]",4,4,2,"[235, 439]","[224, 214]",1,"(235, 224)",85
"[5876.5, 98.5, 146.0, 93.5, 533.0, 810.5, 980.5, 960.5, 743.5]",980.5,"[810.5, 980.5, 960.5, 743.5]","[810.5, 980.5, 960.5, 743.5]",4,4,2,"[235, 439]","[224, 214]",1,"(235, 224)",85
"[5797.0, 98.5, 146.0, 93.5, 536.5, 809.5, 978.5, 964.5, 748.0]",978.5,"[809.5, 978.5, 964.5, 748.0]","[809.5, 978.5, 964.5, 748.0]",4,4,2,"[235, 439]","[224, 214]",1,"(235, 224)",85
"[5851.0, 98.5, 146.0, 93.5, 535.5, 806.0, 975.5, 961.0, 747.0]",975.5,"[806.0, 975.5, 961.0, 747.0]","[806.0, 975.5, 961.0, 747.0]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5870.0, 98.5, 146.0, 93.5, 536.5, 815.0, 976.5, 953.5, 747.5]",976.5,"[815.0, 976.5, 953.5, 747.5]","[815.0, 976.5, 953.5, 747.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5858.0, 98.5, 146.0, 93.5, 537.0, 814.5, 973.0, 951.0, 748.5]",973.0,"[814.5, 973.0, 951.0, 748.5]","[814.5, 973.0, 951.0, 748.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5848.0, 98.5, 146.0, 93.5, 534.5, 814.0, 971.0, 950.5, 748.5]",971.0,"[814.0, 971.0, 950.5, 748.5]","[814.0, 971.0, 950.5, 748.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5641.5, 43.0, 98.5, 193.5, 515.5, 776.5, 939.5, 934.0, 749.0]",939.5,"[776.5, 939.5, 934.0, 749.0]","[776.5, 939.5, 934.0, 749.0]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5649.5, 43.0, 98.5, 193.5, 498.0, 770.5, 936.0, 933.5, 745.5]",936.0,"[770.5, 936.0, 933.5, 745.5]","[770.5, 936.0, 933.5, 745.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5649.5, 43.0, 98.5, 193.5, 451.5, 769.5, 940.5, 936.5, 743.5]",940.5,"[769.5, 940.5, 936.5, 743.5]","[769.5, 940.5, 936.5, 743.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5649.5, 43.0, 98.5, 193.5, 445.5, 754.5, 933.0, 934.5, 744.5]",934.5,"[754.5, 933.0, 934.5, 744.5]","[754.5, 933.0, 934.5, 744.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5649.5, 43.0, 98.5, 193.5, 447.0, 756.0, 932.0, 934.5, 745.5]",934.5,"[756.0, 932.0, 934.5, 745.5]","[756.0, 932.0, 934.5, 745.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5684.0, 43.0, 98.5, 198.5, 499.5, 770.0, 932.0, 934.5, 745.5]",934.5,"[770.0, 932.0, 934.5, 745.5]","[770.0, 932.0, 934.5, 745.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5636.5, 43.0, 98.5, 195.0, 511.5, 776.0, 939.5, 932.0, 740.5]",939.5,"[776.0, 939.5, 932.0, 740.5]","[776.0, 939.5, 932.0, 740.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5640.5, 43.0, 98.5, 195.0, 561.0, 782.0, 937.5, 931.0, 742.5]",937.5,"[782.0, 937.5, 931.0, 742.5]","[782.0, 937.5, 931.0, 742.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5615.0, 43.0, 95.0, 195.0, 576.5, 784.0, 937.5, 932.0, 742.5]",937.5,"[576.5, 784.0, 937.5, 932.0, 742.5]","[576.5, 784.0, 937.5, 932.0, 742.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5293.5, 43.0, 95.0, 195.0, 91.0, 588.0, 784.0, 940.5, 927.0, 743.0]",940.5,"[588.0, 784.0, 940.5, 927.0, 743.0]","[588.0, 784.0, 940.5, 927.0, 743.0]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5135.0, 43.0, 95.0, 195.0, 139.5, 588.0, 777.0, 943.5, 928.0, 744.0]",943.5,"[588.0, 777.0, 943.5, 928.0, 744.0]","[588.0, 777.0, 943.5, 928.0, 744.0]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5582.0, 43.0, 95.0, 195.0, 182.5, 599.0, 783.5, 946.5, 937.5, 738.5]",946.5,"[599.0, 783.5, 946.5, 937.5, 738.5]","[599.0, 783.5, 946.5, 937.5, 738.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5201.5, 75.0, 55.5, 242.0, 614.0, 801.0, 946.0, 948.0, 743.5]",948.0,"[614.0, 801.0, 946.0, 948.0, 743.5]","[614.0, 801.0, 946.0, 948.0, 743.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5201.5, 75.0, 266.0, 616.0, 803.0, 952.5, 948.5, 743.5]",952.5,"[616.0, 803.0, 952.5, 948.5, 743.5]","[616.0, 803.0, 952.5, 948.5, 743.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5177.5, 75.0, 266.5, 611.5, 804.5, 951.5, 952.5, 742.5]",952.5,"[611.5, 804.5, 951.5, 952.5, 742.5]","[611.5, 804.5, 951.5, 952.5, 742.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5177.5, 75.0, 236.5, 614.0, 804.5, 951.5, 948.0, 748.5]",951.5,"[614.0, 804.5, 951.5, 948.0, 748.5]","[614.0, 804.5, 951.5, 948.0, 748.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5177.5, 75.0, 237.5, 611.5, 806.0, 953.5, 949.0, 753.5]",953.5,"[611.5, 806.0, 953.5, 949.0, 753.5]","[611.5, 806.0, 953.5, 949.0, 753.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5196.5, 75.0, 253.0, 611.5, 806.5, 950.0, 950.0, 751.0]",950.0,"[611.5, 806.5, 950.0, 950.0, 751.0]","[611.5, 806.5, 950.0, 950.0, 751.0]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5188.5, 75.0, 234.5, 619.0, 797.0, 951.0, 948.5, 744.0]",951.0,"[619.0, 797.0, 951.0, 948.5, 744.0]","[619.0, 797.0, 951.0, 948.5, 744.0]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5188.5, 75.0, 223.0, 619.0, 797.0, 943.5, 948.5, 739.0]",948.5,"[619.0, 797.0, 943.5, 948.5, 739.0]","[619.0, 797.0, 943.5, 948.5, 739.0]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5196.0, 75.0, 223.0, 619.0, 797.0, 943.5, 948.5, 740.0]",948.5,"[619.0, 797.0, 943.5, 948.5, 740.0]","[619.0, 797.0, 943.5, 948.5, 740.0]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5196.5, 75.0, 210.0, 604.0, 793.5, 956.5, 950.5, 743.5]",956.5,"[604.0, 793.5, 956.5, 950.5, 743.5]","[604.0, 793.5, 956.5, 950.5, 743.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5182.0, 75.0, 210.0, 591.5, 795.0, 956.5, 950.5, 743.5]",956.5,"[591.5, 795.0, 956.5, 950.5, 743.5]","[591.5, 795.0, 956.5, 950.5, 743.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5180.5, 75.0, 199.5, 591.5, 802.5, 956.5, 951.5, 743.5]",956.5,"[591.5, 802.5, 956.5, 951.5, 743.5]","[591.5, 802.5, 956.5, 951.5, 743.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5437.0, 34.0, 216.5, 226.5, 577.0, 802.5, 935.5, 937.5, 741.5]",937.5,"[577.0, 802.5, 935.5, 937.5, 741.5]","[577.0, 802.5, 935.5, 937.5, 741.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5455.5, 34.0, 216.5, 223.0, 26.5, 570.0, 807.0, 941.5, 931.5, 740.5]",941.5,"[570.0, 807.0, 941.5, 931.5, 740.5]","[570.0, 807.0, 941.5, 931.5, 740.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5454.0, 34.0, 216.5, 206.0, 26.5, 572.5, 798.5, 951.5, 943.5, 744.5]",951.5,"[572.5, 798.5, 951.5, 943.5, 744.5]","[572.5, 798.5, 951.5, 943.5, 744.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5454.5, 34.0, 216.5, 196.0, 26.5, 571.5, 795.5, 951.5, 945.5, 745.5]",951.5,"[571.5, 795.5, 951.5, 945.5, 745.5]","[571.5, 795.5, 951.5, 945.5, 745.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5454.5, 34.0, 216.5, 198.0, 26.5, 571.5, 803.0, 947.5, 943.5, 744.0]",947.5,"[571.5, 803.0, 947.5, 943.5, 744.0]","[571.5, 803.0, 947.5, 943.5, 744.0]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5469.5, 34.0, 216.5, 195.0, 26.5, 570.5, 802.0, 949.5, 942.0, 745.5]",949.5,"[570.5, 802.0, 949.5, 942.0, 745.5]","[570.5, 802.0, 949.5, 942.0, 745.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5469.5, 34.0, 216.5, 195.0, 26.5, 570.5, 802.0, 950.5, 942.0, 745.5]",950.5,"[570.5, 802.0, 950.5, 942.0, 745.5]","[570.5, 802.0, 950.5, 942.0, 745.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5470.5, 34.0, 216.5, 195.0, 26.5, 570.5, 802.0, 952.5, 942.0, 742.5]",952.5,"[802.0, 952.5, 942.0, 742.5]","[802.0, 952.5, 942.0, 742.5]",4,4,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5386.5, 34.0, 216.5, 86.5, 191.0, 588.5, 804.5, 957.0, 940.0, 744.0]",957.0,"[588.5, 804.5, 957.0, 940.0, 744.0]","[588.5, 804.5, 957.0, 940.0, 744.0]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[5405.0, 44.5, 221.5, 86.5, 217.0, 30.0, 577.0, 809.0, 939.5, 944.5, 740.5]",944.5,"[577.0, 809.0, 939.5, 944.5, 740.5]","[577.0, 809.0, 939.5, 944.5, 740.5]",5,5,2,"[236, 439]","[224, 214]",1,"(236, 224)",84
"[5376.5, 44.5, 221.5, 86.5, 181.0, 30.0, 579.0, 812.5, 928.5, 922.5, 741.0]",928.5,"[579.0, 812.5, 928.5, 922.5, 741.0]","[579.0, 812.5, 928.5, 922.5, 741.0]",5,5,2,"[236, 440]","[224, 215]",1,"(236, 224)",84
"[5460.5, 44.5, 214.0, 176.0, 568.5, 821.0, 936.5, 916.0, 744.5]",936.5,"[568.5, 821.0, 936.5, 916.0, 744.5]","[568.5, 821.0, 936.5, 916.0, 744.5]",5,5,2,"[236, 439]","[225, 215]",1,"(236, 225)",84
"[5420.5, 49.5, 139.5, 309.0, 605.0, 787.5, 941.0, 927.0, 747.5]",941.0,"[605.0, 787.5, 941.0, 927.0, 747.5]","[605.0, 787.5, 941.0, 927.0, 747.5]",5,5,2,"[236, 439]","[225, 216]",1,"(236, 225)",84
"[5416.0, 49.5, 144.5, 320.0, 598.5, 787.0, 935.5, 934.0, 738.0]",935.5,"[598.5, 787.0, 935.5, 934.0, 738.0]","[598.5, 787.0, 935.5, 934.0, 738.0]",5,5,2,"[236, 439]","[226, 216]",1,"(236, 226)",84
"[5418.0, 57.5, 144.5, 315.5, 588.5, 788.5, 925.5, 931.5, 732.0]",931.5,"[588.5, 788.5, 925.5, 931.5, 732.0]","[588.5, 788.5, 925.5, 931.5, 732.0]",5,5,2,"[236, 439]","[226, 216]",1,"(236, 226)",84
"[5425.5, 57.5, 144.5, 333.5, 589.5, 784.0, 928.0, 939.0, 728.0]",939.0,"[589.5, 784.0, 928.0, 939.0, 728.0]","[589.5, 784.0, 928.0, 939.0, 728.0]",5,5,2,"[236, 439]","[226, 216]",1,"(236, 226)",84
"[5425.5, 57.5, 144.5, 335.0, 598.5, 795.0, 932.0, 932.0, 731.0]",932.0,"[598.5, 795.0, 932.0, 932.0, 731.0]","[598.5, 795.0, 932.0, 932.0, 731.0]",5,5,2,"[236, 439]","[226, 216]",1,"(236, 226)",84
"[5458.0, 57.5, 144.5, 338.0, 39.5, 581.0, 778.5, 925.0, 928.5, 732.0]",928.5,"[581.0, 778.5, 925.0, 928.5, 732.0]","[581.0, 778.5, 925.0, 928.5, 732.0]",5,5,2,"[235, 439]","[225, 216]",1,"(235, 225)",85
"[5303.0, 57.5, 231.0, 588.0, 765.0, 917.0, 928.0, 731.5]",928.0,"[588.0, 765.0, 917.0, 928.0, 731.5]","[588.0, 765.0, 917.0, 928.0, 731.5]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[5304.0, 57.5, 248.0, 577.0, 769.0, 925.5, 918.0, 735.0]",925.5,"[577.0, 769.0, 925.5, 918.0, 735.0]","[577.0, 769.0, 925.5, 918.0, 735.0]",5,5,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5285.5, 57.5, 226.0, 578.5, 765.5, 927.5, 906.0, 737.0]",927.5,"[578.5, 765.5, 927.5, 906.0, 737.0]","[578.5, 765.5, 927.5, 906.0, 737.0]",5,5,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5282.5, 57.5, 251.5, 572.5, 766.5, 925.5, 900.5, 739.0]",925.5,"[572.5, 766.5, 925.5, 900.5, 739.0]","[572.5, 766.5, 925.5, 900.5, 739.0]",5,5,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5288.5, 57.5, 251.0, 580.5, 764.5, 931.5, 902.5, 734.5]",931.5,"[580.5, 764.5, 931.5, 902.5, 734.5]","[580.5, 764.5, 931.5, 902.5, 734.5]",5,5,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5288.5, 57.5, 258.0, 576.0, 777.5, 939.0, 918.0, 740.5]",939.0,"[576.0, 777.5, 939.0, 918.0, 740.5]","[576.0, 777.5, 939.0, 918.0, 740.5]",5,5,2,"[235, 439]","[224, 215]",1,"(235, 224)",85
"[5748.5, 49.5, 154.5, 139.0, 258.0, 26.0, 587.0, 804.5, 934.0, 921.0, 738.5]",934.0,"[587.0, 804.5, 934.0, 921.0, 738.5]","[587.0, 804.5, 934.0, 921.0, 738.5]",5,5,2,"[235, 439]","[224, 215]",1,"(235, 224)",85
"[5604.0, 49.5, 149.0, 254.0, 592.5, 791.5, 942.0, 915.5, 738.0]",942.0,"[592.5, 791.5, 942.0, 915.5, 738.0]","[592.5, 791.5, 942.0, 915.5, 738.0]",5,5,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5604.0, 49.5, 149.0, 244.0, 586.5, 786.0, 934.5, 914.0, 731.5]",934.5,"[586.5, 786.0, 934.5, 914.0, 731.5]","[586.5, 786.0, 934.5, 914.0, 731.5]",5,5,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5749.5, 40.5, 150.5, 137.0, 239.5, 580.5, 774.0, 933.0, 909.0, 730.0]",933.0,"[580.5, 774.0, 933.0, 909.0, 730.0]","[580.5, 774.0, 933.0, 909.0, 730.0]",5,5,2,"[234, 438]","[224, 215]",1,"(234, 224)",86
"[5744.0, 40.5, 150.5, 137.0, 242.5, 581.0, 790.0, 934.5, 907.0, 730.0]",934.5,"[581.0, 790.0, 934.5, 907.0, 730.0]","[581.0, 790.0, 934.5, 907.0, 730.0]",5,5,2,"[234, 438]","[224, 215]",1,"(234, 224)",86
"[5809.0, 150.5, 81.5, 137.0, 258.5, 585.0, 788.5, 933.0, 907.5, 729.0]",933.0,"[585.0, 788.5, 933.0, 907.5, 729.0]","[585.0, 788.5, 933.0, 907.5, 729.0]",5,5,2,"[234, 438]","[224, 215]",1,"(234, 224)",86
"[5792.5, 150.5, 81.5, 137.0, 257.5, 586.5, 787.5, 935.5, 910.0, 730.0]",935.5,"[586.5, 787.5, 935.5, 910.0, 730.0]","[586.5, 787.5, 935.5, 910.0, 730.0]",5,5,2,"[234, 438]","[224, 215]",1,"(234, 224)",86
"[5776.5, 150.5, 81.5, 137.0, 257.5, 586.0, 789.5, 933.0, 910.5, 731.0]",933.0,"[586.0, 789.5, 933.0, 910.5, 731.0]","[586.0, 789.5, 933.0, 910.5, 731.0]",5,5,2,"[234, 438]","[224, 215]",1,"(234, 224)",86
"[5729.5, 150.5, 81.5, 139.5, 254.0, 592.0, 803.0, 950.5, 910.5, 748.5]",950.5,"[592.0, 803.0, 950.5, 910.5, 748.5]","[592.0, 803.0, 950.5, 910.5, 748.5]",5,5,2,"[233, 437]","[224, 215]",1,"(233, 224)",87
"[5721.0, 139.0, 81.5, 139.5, 254.0, 590.5, 803.5, 946.0, 910.5, 749.5]",946.0,"[590.5, 803.5, 946.0, 910.5, 749.5]","[590.5, 803.5, 946.0, 910.5, 749.5]",5,5,2,"[233, 437]","[224, 215]",1,"(233, 224)",87
"[5717.0, 139.0, 81.5, 139.5, 250.5, 583.5, 810.5, 941.5, 911.5, 741.0]",941.5,"[583.5, 810.5, 941.5, 911.5, 741.0]","[583.5, 810.5, 941.5, 911.5, 741.0]",5,5,2,"[233, 437]","[224, 215]",1,"(233, 224)",87
"[5721.0, 139.0, 81.5, 139.5, 245.5, 594.0, 811.0, 940.0, 909.0, 739.0]",940.0,"[594.0, 811.0, 940.0, 909.0, 739.0]","[594.0, 811.0, 940.0, 909.0, 739.0]",5,5,2,"[233, 437]","[224, 215]",1,"(233, 224)",87
"[5710.0, 105.5, 166.0, 606.0, 806.0, 954.0, 934.0, 742.5]",954.0,"[606.0, 806.0, 954.0, 934.0, 742.5]","[606.0, 806.0, 954.0, 934.0, 742.5]",5,5,2,"[234, 438]","[224, 215]",1,"(234, 224)",86
"[5606.0, 219.5, 588.5, 809.5, 966.0, 935.0, 741.5]",966.0,"[588.5, 809.5, 966.0, 935.0, 741.5]","[588.5, 809.5, 966.0, 935.0, 741.5]",5,5,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5606.0, 196.0, 578.0, 813.5, 965.5, 935.5, 746.5]",965.5,"[813.5, 965.5, 935.5, 746.5]","[813.5, 965.5, 935.5, 746.5]",4,4,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5598.0, 194.5, 590.5, 812.0, 968.5, 935.0, 750.5]",968.5,"[590.5, 812.0, 968.5, 935.0, 750.5]","[590.5, 812.0, 968.5, 935.0, 750.5]",5,5,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[5598.0, 175.5, 585.5, 807.0, 972.0, 935.0, 741.0]",972.0,"[585.5, 807.0, 972.0, 935.0, 741.0]","[585.5, 807.0, 972.0, 935.0, 741.0]",5,5,2,"[234, 438]","[225, 216]",1,"(234, 225)",86
"[5598.0, 175.5, 589.5, 806.0, 974.5, 928.5, 739.5]",974.5,"[589.5, 806.0, 974.5, 928.5, 739.5]","[589.5, 806.0, 974.5, 928.5, 739.5]",5,5,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[5598.0, 173.0, 583.0, 818.0, 973.5, 934.0, 742.0]",973.5,"[818.0, 973.5, 934.0, 742.0]","[818.0, 973.5, 934.0, 742.0]",4,4,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5599.5, 173.0, 583.0, 810.0, 972.5, 932.0, 742.0]",972.5,"[810.0, 972.5, 932.0, 742.0]","[810.0, 972.5, 932.0, 742.0]",4,4,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5601.5, 173.0, 585.5, 803.5, 972.5, 933.0, 740.0]",972.5,"[585.5, 803.5, 972.5, 933.0, 740.0]","[585.5, 803.5, 972.5, 933.0, 740.0]",5,5,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5601.5, 173.0, 585.5, 803.5, 972.5, 935.5, 741.0]",972.5,"[585.5, 803.5, 972.5, 935.5, 741.0]","[585.5, 803.5, 972.5, 935.5, 741.0]",5,5,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5638.5, 173.0, 585.5, 800.5, 967.0, 936.0, 742.0]",967.0,"[585.5, 800.5, 967.0, 936.0, 742.0]","[585.5, 800.5, 967.0, 936.0, 742.0]",5,5,2,"[234, 438]","[224, 215]",1,"(234, 224)",86
"[5649.5, 164.0, 596.5, 801.0, 965.5, 932.0, 742.5]",965.5,"[596.5, 801.0, 965.5, 932.0, 742.5]","[596.5, 801.0, 965.5, 932.0, 742.5]",5,5,2,"[235, 438]","[224, 215]",1,"(235, 224)",85
"[5807.0, 166.0, 139.0, 179.5, 601.0, 801.0, 957.0, 939.0, 736.0]",957.0,"[601.0, 801.0, 957.0, 939.0, 736.0]","[601.0, 801.0, 957.0, 939.0, 736.0]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[5806.5, 166.0, 139.0, 209.5, 603.5, 803.5, 960.0, 945.0, 738.0]",960.0,"[603.5, 803.5, 960.0, 945.0, 738.0]","[603.5, 803.5, 960.0, 945.0, 738.0]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[5798.0, 166.0, 139.0, 196.5, 588.0, 799.0, 952.5, 944.5, 733.0]",952.5,"[588.0, 799.0, 952.5, 944.5, 733.0]","[588.0, 799.0, 952.5, 944.5, 733.0]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[5798.0, 166.0, 139.0, 196.5, 588.0, 798.0, 955.5, 944.5, 733.0]",955.5,"[588.0, 798.0, 955.5, 944.5, 733.0]","[588.0, 798.0, 955.5, 944.5, 733.0]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[5798.0, 166.0, 139.0, 236.5, 575.0, 784.5, 957.5, 939.0, 729.5]",957.5,"[575.0, 784.5, 957.5, 939.0, 729.5]","[575.0, 784.5, 957.5, 939.0, 729.5]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[5798.0, 166.0, 139.0, 237.0, 575.0, 796.0, 950.0, 934.0, 733.5]",950.0,"[575.0, 796.0, 950.0, 934.0, 733.5]","[575.0, 796.0, 950.0, 934.0, 733.5]",5,5,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[5798.0, 166.0, 139.0, 234.5, 571.0, 786.5, 961.5, 937.5, 729.0]",961.5,"[786.5, 961.5, 937.5, 729.0]","[786.5, 961.5, 937.5, 729.0]",4,4,2,"[234, 438]","[225, 216]",1,"(234, 225)",86
"[5798.0, 166.0, 139.0, 242.5, 571.0, 784.5, 967.0, 940.5, 729.5]",967.0,"[784.5, 967.0, 940.5, 729.5]","[784.5, 967.0, 940.5, 729.5]",4,4,2,"[234, 438]","[225, 216]",1,"(234, 225)",86
"[5798.0, 166.0, 139.0, 248.0, 579.5, 775.5, 959.5, 936.0, 725.0]",959.5,"[579.5, 775.5, 959.5, 936.0, 725.0]","[579.5, 775.5, 959.5, 936.0, 725.0]",5,5,2,"[234, 438]","[225, 216]",1,"(234, 225)",86
"[5798.0, 166.0, 139.0, 246.0, 564.0, 787.5, 959.0, 939.5, 718.0]",959.0,"[787.5, 959.0, 939.5, 718.0]","[787.5, 959.0, 939.5, 718.0]",4,4,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[5798.0, 166.0, 139.0, 258.5, 573.5, 771.0, 959.0, 939.0, 716.0]",959.0,"[771.0, 959.0, 939.0, 716.0]","[771.0, 959.0, 939.0, 716.0]",4,4,2,"[234, 438]","[225, 216]",1,"(234, 225)",86
"[5798.0, 166.0, 139.0, 251.5, 577.5, 760.0, 947.5, 936.0, 714.0]",947.5,"[577.5, 760.0, 947.5, 936.0, 714.0]","[577.5, 760.0, 947.5, 936.0, 714.0]",5,5,2,"[234, 437]","[225, 215]",1,"(234, 225)",86
"[81.5, 5132.5, 129.0, 82.5, 182.5, 616.5, 804.0, 963.0, 939.5, 747.5]",963.0,"[616.5, 804.0, 963.0, 939.5, 747.5]","[616.5, 804.0, 963.0, 939.5, 747.5]",5,5,2,"[234, 437]","[224, 215]",1,"(234, 224)",86
"[81.5, 5127.5, 133.5, 82.5, 195.0, 593.5, 820.5, 972.5, 918.0, 750.0]",972.5,"[593.5, 820.5, 972.5, 918.0, 750.0]","[593.5, 820.5, 972.5, 918.0, 750.0]",5,5,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[81.5, 5130.0, 133.5, 89.5, 167.0, 599.5, 817.5, 960.5, 924.5, 753.5]",960.5,"[599.5, 817.5, 960.5, 924.5, 753.5]","[599.5, 817.5, 960.5, 924.5, 753.5]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[81.5, 5130.0, 133.5, 82.5, 179.5, 605.5, 817.5, 962.5, 924.5, 753.5]",962.5,"[605.5, 817.5, 962.5, 924.5, 753.5]","[605.5, 817.5, 962.5, 924.5, 753.5]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[81.5, 5130.0, 133.5, 82.5, 167.0, 594.0, 815.5, 968.5, 920.5, 754.0]",968.5,"[594.0, 815.5, 968.5, 920.5, 754.0]","[594.0, 815.5, 968.5, 920.5, 754.0]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[81.5, 5140.5, 125.0, 82.5, 178.5, 615.5, 812.5, 963.0, 920.5, 752.5]",963.0,"[615.5, 812.5, 963.0, 920.5, 752.5]","[615.5, 812.5, 963.0, 920.5, 752.5]",5,5,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[81.5, 5140.5, 125.0, 82.5, 197.0, 605.0, 805.0, 968.0, 917.0, 747.5]",968.0,"[605.0, 805.0, 968.0, 917.0, 747.5]","[605.0, 805.0, 968.0, 917.0, 747.5]",5,5,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[81.5, 5140.5, 125.0, 82.5, 193.5, 618.0, 799.5, 967.0, 926.5, 754.0]",967.0,"[618.0, 799.5, 967.0, 926.5, 754.0]","[618.0, 799.5, 967.0, 926.5, 754.0]",5,5,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[81.5, 5139.0, 125.0, 82.5, 183.5, 615.0, 818.5, 968.5, 922.5, 754.0]",968.5,"[615.0, 818.5, 968.5, 922.5, 754.0]","[615.0, 818.5, 968.5, 922.5, 754.0]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
